Question ID ,Question,2011,2012,2013
TRA018,And how many days in the last week have you travelled in this way? Bus or coach,Not asked,Not asked,Asked
TRA019,And how many days in the last week have you travelled in this way? Drive car or van,Not asked,Not asked,Asked
TRA020,And how many days in the last week have you travelled in this way? Passenger in car or van,Not asked,Not asked,Asked
TRA021,"And how many days in the last week have you travelled in this way? Motorcycle, scooter or moped",Not asked,Not asked,Asked
TRA022,And how many days in the last week have you travelled in this way? Taxi or minicab,Not asked,Not asked,Asked
TRA023,And how many days in the last week have you travelled in this way? Train,Not asked,Not asked,Asked
TRA024,And how many days in the last week have you travelled in this way? Bicycle,Not asked,Not asked,Asked
TRA025,And how many days in the last week have you travelled in this way? On foot,Not asked,Not asked,Asked
TRA026,How satisfied or dissatisfied are you with information about bus services?,Not asked,Asked,Not asked
TRA027,How satisfied or dissatisfied are you with bus services Monday to Saturday?,Not asked,Asked,Not asked
TRA028,How satisfied or dissatisfied are you with bus services on Sunday?,Not asked,Asked,Not asked
TRA029,"As a cyclist, how safe do you feel using the roads in Edinburgh?",Not asked,Asked,Asked
TRA030,"In the last six months, how often did you use off-road cycle paths in Edinburgh, on average?",Not asked,Asked,Not asked
TRA031,How satisfied or dissatisfied are you with the maintenance of off-road cycle paths?,Not asked,Asked,Not asked
TRA032,To what extent would you support or oppose 20MPH speed limits being applied on the following types of road? Residential streets - with a network of main roads left at 30mph,Not asked,Asked,Not asked
TRA033,"To what extent would you support or oppose 20MPH speed limits being applied on the following types of road? Busy shopping streets - such as Gorgie Road, Morningside Road and the Bridges",Not asked,Asked,Not asked
TRA034,To what extent would you support or oppose 20MPH speed limits being applied on the following types of road? All City Centre Streets,Not asked,Asked,Not asked
VOL001,Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Children's activities associated with schools,Asked,Asked,Asked
VOL002,"Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Youth groups, children's activities outside school",Asked,Asked,Asked
VOL003,Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Sport/exercise (coaching or organising),Asked,Asked,Asked
VOL004,"Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Church, religion or faith based group",Asked,Asked,Asked
VOL005,"Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Caring organisation e.g. helping older people, people with disabilities",Asked,Asked,Asked
VOL006,"Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Children's Group (e.g. playgroup, mothers and toddlers groups)",Asked,Asked,Asked
VOL007,"Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Safety, first aid",Asked,Asked,Asked
VOL008,Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? The environment/animals,Asked,Asked,Asked
VOL009,Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Justice/human rights,Asked,Asked,Asked
VOL010,Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Local community/neighbourhood groups/citizens' groups including community councils,Asked,Asked,Asked
VOL011,Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Hobbies/recrecreational/arts/social clubs,Asked,Asked,Asked
VOL012,"Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Tenants group, housing association or residents association",Asked,Asked,Asked
VOL013,Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Trade union activities,Asked,Asked,Asked
VOL014,"Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Public service (e.g. School, hospital, police or local government service)",Asked,Asked,Asked
VOL015,Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Professional society or organisation,Asked,Asked,Asked
VOL016,Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Other,Asked,Asked,Asked
VOL017,Have you undertaken any work or activities on a voluntary basis for any of these types of groups or organisations at any time in the last 12 months? Not involved in volunteering,Asked,Asked,Asked
VOL018,"On average, how many hours have you volunteered per week?",Asked,Asked,Asked
WEB001,How do you usually access the internet at home? Dial-up connection,Not asked,Asked,Asked
WEB002,How do you usually access the internet at home? Broadband connection,Not asked,Asked,Asked
WEB003,How do you usually access the internet at home? Superfast broadband connection (over 24 megabits per second),Not asked,Asked,Asked
WEB004,How do you usually access the internet at home? Mobile device (e.g. smart phone),Not asked,Asked,Asked
WEB005,How do you usually access the internet at home?  Do not access the internet at home,Not asked,Asked,Asked
WEB006,How do you usually access the internet at home?  Don’t know,Not asked,Asked,Asked
WEB007,How do you usually access the internet at home?  Pilot internet,Not asked,Asked,Asked
WEB008,"And what ways do you usually access the internet when not at home?  Mobile device
(e.g. smart phone or mobile-enabled tablet PC)",Not asked,Not asked,Asked
WEB009,And what ways do you usually access the internet when not at home? At the home of a friend or family member,Not asked,Not asked,Asked
WEB010,And what ways do you usually access the internet when not at home? At work,Not asked,Not asked,Asked
WEB011,"And what ways do you usually access the internet when not at home? At a library in Edinburgh 
(either WiFi or using a library computer)
",Not asked,Not asked,Asked
WEB012,And what ways do you usually access the internet when not at home? Through WiFi on public transport,Not asked,Not asked,Asked
WEB013,"And what ways do you usually access the internet when not at home? At pubs, cafes or  internet cafes 
(either WiFi or using a computer available)
",Not asked,Not asked,Asked
WEB014,And what ways do you usually access the internet when not at home? Do not access the internet outside of home,Not asked,Not asked,Asked
WEB015,"Do you use social media – for example, Facebook or Twitter?",Not asked,Asked,Not asked
WEB016,Were you aware that the Council has neighbourhood specific Facebook pages and Twitter accounts for a range of services?,Not asked,Asked,Asked
WEB017,Have you ever used the internet or mobile apps?,Not asked,Not asked,Asked
WEB018,"I’m going to read out a list of things that some people use the internet or their mobile phone for, for each one can you tell me whether this is something you’ve done in the last year: Used internet banking",Not asked,Not asked,Asked
WEB019,"I’m going to read out a list of things that some people use the internet or their mobile phone for, for each one can you tell me whether this is something you’ve done in the last year: Bought something over the internet",Not asked,Not asked,Asked
WEB020,"I’m going to read out a list of things that some people use the internet or their mobile phone for, for each one can you tell me whether this is something you’ve done in the last year: Requested a service from the Council, reported a problem or paid a Council bill on the internet",Not asked,Not asked,Asked
