Site_Name,RecyclingS,BankTypeNa,Latitude,Longitude
"Craigmillar Castle Gardens","Peffer Mill Court","Bottle Bank - Mixed",55.931255155031,-3.1453884464774
"Craigmillar Castle Gardens","Peffer Mill Court",Packaging,55.931255155031,-3.1453884464774
"Craigmillar Castle Gardens","Peffer Mill Court","Paper Bank",55.931255155031,-3.1453884464774
"Craigmillar Park","No. 42 Craigmillar Park - David Horn House","Paper Bank",55.928150531619,-3.1688401561069
"Craigmillar Park","No. 42 Craigmillar Park - David Horn House","Bottle Bank - Mixed",55.928150531619,-3.1688401561069
"Craigmillar Park","No. 42 Craigmillar Park - David Horn House",Packaging,55.928150531619,-3.1688401561069
"Craigmount Brae","Craigmount Brae - Mid Yoken Pub","Textile Bank",55.952173726645,-3.302729251818
"Craigmount Brae","Craigmount Brae - Mid Yoken Pub","Bottle Bank - Brown",55.952173726645,-3.302729251818
"Craigmount Brae","Craigmount Brae - Mid Yoken Pub","Bottle Bank - Green",55.952173726645,-3.302729251818
"Craigmount Brae","Craigmount Brae - Mid Yoken Pub","Bottle Bank - Clear",55.952173726645,-3.302729251818
"Craigmount Brae","Craigmount Brae - Mid Yoken Pub",Packaging,55.952173726645,-3.302729251818
"Craigmount Brae","Craigmount Brae - Mid Yoken Pub",Packaging,55.952173726645,-3.302729251818
"Craigmount Brae","Craigmount Brae - Mid Yoken Pub",Packaging,55.952173726645,-3.302729251818
"Craigmount Brae","Craigmount Brae - Mid Yoken Pub","Paper Bank",55.952173726645,-3.302729251818
"Craigmount Brae","Craigmount Brae - Mid Yoken Pub","Paper Bank",55.952173726645,-3.302729251818
"Craigour Green","Craigour Green - Moredun House and Marytree House","Paper Bank",55.916499888687,-3.1387291788548
"Craigour Green","Craigour Green - Moredun House and Marytree House",Packaging,55.916499888687,-3.1387291788548
"Craigour Green","Craigour Green - Moredun House and Marytree House",Packaging,55.916499888687,-3.1387291788548
"Craigour Green","Craigour Green - Moredun House and Marytree House","Paper Bank",55.916499888687,-3.1387291788548
"Craigour Green","Craigour Green - Moredun House and Marytree House","Textile Bank",55.916499888687,-3.1387291788548
"Craigour Place","Castleview House - Craigour Place",Packaging,55.918121229665,-3.1392727460952
"Craigour Place","Castleview House - Craigour Place",Packaging,55.918121229665,-3.1392727460952
"Craigour Place","Castleview House - Craigour Place","Paper Bank",55.918121229665,-3.1392727460952
"Craigour Place","Castleview House - Craigour Place","Bottle Bank - Mixed",55.918121229665,-3.1392727460952
"Craigour Place","Castleview House - Craigour Place",Packaging,55.918121229665,-3.1392727460952
"Craigour Place","Castleview House - Craigour Place","Bottle Bank - Mixed",55.918121229665,-3.1392727460952
"Craigour Place","Castleview House - Craigour Place","Paper Bank",55.918121229665,-3.1392727460952
"Craigs Road","Braehead Community Recycling Centre","Bottle Bank - Clear",55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre","Paper Bank",55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre","Paper Bank",55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre","Paper Bank",55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre","Bottle Bank - Clear",55.950511145394,-3.3238286280538
"Craigs Road","Craigmount High School - Craigs Road","Paper Bank",55.945940695737,-3.3092292250381
"Craigs Road","Braehead Community Recycling Centre",Packaging,55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre",Packaging,55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre",Packaging,55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre","Textile Bank",55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre",Packaging,55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre","Bottle Bank - Brown",55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre",Packaging,55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre","Bottle Bank - Brown",55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre",Packaging,55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre","Textile Bank",55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre","Book Bank",55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre","Textile Bank",55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre","Textile Bank",55.950511145394,-3.3238286280538
"Craigs Road","Braehead Community Recycling Centre","Bottle Bank - Green",55.950511145394,-3.3238286280538
"Cramond Crescent","Cramond Primary School",Packaging,55.971139318292,-3.3047126223633
"Cramond Crescent","Cramond Primary School - No. 4 Cramond Crescent","Paper Bank",55.971343539221,-3.3049438214122
"Cramond Road North","No. 44 Cramond Road North","Paper Bank",55.975306663088,-3.2980904833404
"Cramond Road North","No. 44 Cramond Road North",Packaging,55.975306663088,-3.2980904833404
"Cramond Road North","No. 44 Cramond Road North","Bottle Bank - Mixed",55.975306663088,-3.2980904833404
"Cramond Road South",Tesco,"Paper Bank",55.966008193805,-3.2746929847248
"Cramond Road South",Tesco,"Bottle Bank - Brown",55.966008193805,-3.2746929847248
"Cramond Road South",Tesco,Packaging,55.966008193805,-3.2746929847248
"Cramond Road South",Tesco,Packaging,55.966008193805,-3.2746929847248
"Cramond Road South",Tesco,"Paper Bank",55.966008193805,-3.2746929847248
"Cramond Road South",Tesco,"Paper Bank",55.966008193805,-3.2746929847248
"Cramond Road South",Tesco,"Bottle Bank - Clear",55.966008193805,-3.2746929847248
"Cramond Road South",Tesco,Packaging,55.966008193805,-3.2746929847248
"Cramond Road South",Tesco,"Paper Bank",55.966008193805,-3.2746929847248
"Cramond Road South",Tesco,Packaging,55.966008193805,-3.2746929847248
"Cramond Road South",Tesco,"Bottle Bank - Green",55.966008193805,-3.2746929847248
"Cramond Road South",Tesco,"Textile Bank",55.966008193805,-3.2746929847248
"Cramond Road South",Tesco,"Book Bank",55.966008193805,-3.2746929847248
"Cranston Street","2 Cranston Street",Packaging,55.951070323337,-3.1841199553259
"Cranston Street","2 Cranston Street","Paper Bank",55.951070323337,-3.1841199553259
Craufurdland,"Opposite Block No. 1 Craufurdland",Packaging,55.965269341738,-3.3083279558947
Craufurdland,"Opposite Block No. 1 Craufurdland","Bottle Bank - Mixed",55.965269341738,-3.3083279558947
Craufurdland,"Opposite Block No. 1 Craufurdland",Packaging,55.965269341738,-3.3083279558947
Craufurdland,"Opposite Block No. 1 Craufurdland","Paper Bank",55.965269341738,-3.3083279558947
"Crewe Road North","No. 114 Crewe Road North","Paper Bank",55.970603296937,-3.2364216415143
"Crewe Road North","No. 114 Crewe Road North","Bottle Bank - Mixed",55.970603296937,-3.2364216415143
"Crewe Road North","No. 120 Crewe Road North","Bottle Bank - Mixed",55.970834916877,-3.2366213039353
"Crewe Road North","No. 120 Crewe Road North","Paper Bank",55.970834916877,-3.2366213039353
"Crewe Road North","No. 102 Crewe Road North","Bottle Bank - Mixed",55.970519400009,-3.2367233951353
"Crewe Road North","No. 102 Crewe Road North","Paper Bank",55.970519400009,-3.2367233951353
"Crewe Road North","No. 112 Crewe Road North","Bottle Bank - Mixed",55.970443055696,-3.2362723260666
"Crewe Road North","No. 112 Crewe Road North","Paper Bank",55.970443055696,-3.2362723260666
Croft-An-Righ,"LHS No. 2 Croft-An-Righ","Bottle Bank - Mixed",55.954707170035,-3.1721389395682
Croft-An-Righ,"RHS No. 2 Croft-an-Righ","Paper Bank",55.954764112791,-3.1718203409645
Croft-An-Righ,"LHS No. 2 Croft-An-Righ","Bottle Bank - Mixed",55.954707170035,-3.1721389395682
Croft-An-Righ,"RHS No. 2 Croft-an-Righ",Packaging,55.954764112791,-3.1718203409645
Croft-An-Righ,"RHS No. 2 Croft-an-Righ","Paper Bank",55.954764112791,-3.1718203409645
Croft-An-Righ,"RHS No. 2 Croft-an-Righ",Packaging,55.954764112791,-3.1718203409645
"Cromwell Place","Cromwell Place & Commercial Street Junction","Paper Bank",55.977479606418,-3.1774430486295
"Cromwell Place","Cromwell Place & Commercial Street Junction",Packaging,55.977479606418,-3.1774430486295
"Cromwell Place","Cromwell Place & Commercial Street Junction",Packaging,55.977479606418,-3.1774430486295
"Cuddy Lane","Cuddy Lane - Junction With Morningside Road","Paper Bank",55.929947479043,-3.2098050463626
"Cuddy Lane","Cuddy Lane - Junction With Morningside Road",Packaging,55.929947479043,-3.2098050463626
"Cultins Road","Hermiston Gait, Tesco","Bottle Bank - Green",55.924286821658,-3.3065464667048
"Cultins Road","Hermiston Gait, Tesco","Textile Bank",55.924286821658,-3.3065464667048
"Cultins Road","Hermiston Gait, Tesco",Packaging,55.924286821658,-3.3065464667048
"Cultins Road","Hermiston Gait, Tesco","Bottle Bank - Clear",55.924286821658,-3.3065464667048
"Cultins Road","Hermiston Gait, Tesco","Paper Bank",55.924286821658,-3.3065464667048
"Cultins Road","Hermiston Gait, Tesco","Bottle Bank - Brown",55.924286821658,-3.3065464667048
"Cultins Road","Hermiston Gait, Tesco","Paper Bank",55.924286821658,-3.3065464667048
"Curriehill Road | Currie","Curriehill Station","Bottle Bank - Clear",55.900692325634,-3.3190120740568
"Curriehill Road | Currie","Curriehill Station","Bottle Bank - Green",55.900692325634,-3.3190120740568
"Curriehill Road | Currie","Curriehill Station","Textile Bank",55.900692325634,-3.3190120740568
"Curriehill Road | Currie","Curriehill Station","Bottle Bank - Brown",55.900692325634,-3.3190120740568
"Dalgety Avenue","No.3 Dalgety Avenue",Packaging,55.957570946734,-3.1619745396112
"Dalgety Avenue","No.3 Dalgety Avenue","Paper Bank",55.957570946734,-3.1619745396112
"Dalgety Road","No. 8 Dalgety Road","Paper Bank",55.958390201355,-3.1618068807592
"Dalgety Road","No. 8 Dalgety Road",Packaging,55.958390201355,-3.1618068807592
"Dalgety Road","No. 2 Dalgety Road","Paper Bank",55.958034576372,-3.1604507709956
"Dalgety Road","No. 17 Dalgety Road","Paper Bank",55.95824609377,-3.1608895710284
"Dalgety Road","No. 2 Dalgety Road",Packaging,55.958034576372,-3.1604507709956
"Dalkeith Road","Fraser Court, Romero Place, off Dalkeith Road",Packaging,55.937419244544,-3.1711844569401
"Dalkeith Road","Pollock Halls, Site 2 Car Park behind trees","Bottle Bank - Clear",55.938136812181,-3.1722627163517
"Dalkeith Road","Fraser Court, Romero Place, off Dalkeith Road","Paper Bank",55.937419244544,-3.1711844569401
"Dalkeith Road","Pollock Halls, Site 2 Car Park behind trees",Packaging,55.938136812181,-3.1722627163517
"Dalkeith Road","Pollock Halls, Site 2 Car Park behind trees",Packaging,55.938136812181,-3.1722627163517
"Dalkeith Road","Pollock Halls, Site 2 Car Park behind trees","Paper Bank",55.938136812181,-3.1722627163517
"Dalkeith Road","Fraser Court, Romero Place, off Dalkeith Road",Packaging,55.937419244544,-3.1711844569401
"Dalkeith Road","Fraser Court, Romero Place, off Dalkeith Road","Paper Bank",55.937419244544,-3.1711844569401
"Dalkeith Road","Pollock Halls, Site 2 Car Park behind trees",Packaging,55.938136812181,-3.1722627163517
"Dalkeith Road","Pollock Halls, Site 2 Car Park behind trees","Bottle Bank - Green",55.938136812181,-3.1722627163517
"Dalkeith Road","Pollock Halls, Site 2 Car Park behind trees","Bottle Bank - Brown",55.938136812181,-3.1722627163517
"Dalkeith Road","Preston Street Primary - No. 16A Dalkeith Road","Paper Bank",55.939861610315,-3.1760771367252
"Dalkeith Road","Fraser Court, Romero Place, off Dalkeith Road","Bottle Bank - Mixed",55.937419244544,-3.1711844569401
"Dalmeny Road","Opposite No. 3 Dalmeny Road","Paper Bank",55.972361795241,-3.1919969280939
"Dalmeny Street","Opposite No. 63 Dalmeny Street","Paper Bank",55.964626365119,-3.1731597465167
"Dalmeny Street","Opposite No. 63 Dalmeny Street",Packaging,55.964626365119,-3.1731597465167
"Dalmeny Street","Opposite No. 29 Dalmeny Street","Paper Bank",55.964872222635,-3.1747051228009
"Dalmeny Street","Opposite No. 29 Dalmeny Street",Packaging,55.964872222635,-3.1747051228009
"Dalmeny Street","Opposite No.85 Dalmeny Street","Paper Bank",55.96438916294,-3.1707015140502
"Dalmeny Street","RHS No. 50 Dalmeny Street",Packaging,55.96450198421,-3.1720666217605
"Dalmeny Street","Opposite No.85 Dalmeny Street",Packaging,55.96438916294,-3.1707015140502
"Dalmeny Street","Opposite No. 79 Dalmeny Street",Packaging,55.964478842711,-3.1716654221291
"Dalmeny Street","Opposite No. 79 Dalmeny Street","Paper Bank",55.964478842711,-3.1716654221291
"Dalmeny Street","RHS No. 50 Dalmeny Street","Paper Bank",55.96450198421,-3.1720666217605
"Dalmeny Street","Opposite No. 63 Dalmeny Street",Packaging,55.964626365119,-3.1731597465167
"Dalmeny Street","Opposite No. 29 Dalmeny Street",Packaging,55.964872222635,-3.1747051228009
"Dalry Gait","No. 4 Dalry Gait",Packaging,55.944586714536,-3.2196444858359
"Dalry Gait","No. 4 Dalry Gait","Bottle Bank - Mixed",55.944586714536,-3.2196444858359
"Dalry Gait","No. 4 Dalry Gait","Paper Bank",55.944586714536,-3.2196444858359
"Dalry Road","No. 114 Dalry Road - Supermarket (Somerfield)","Textile Bank",55.943064714978,-3.2218061932532
"Dalry Road","Dalry Primary School - Dalry Road","Paper Bank",55.942423696725,-3.2230188536867
"Dalry Road","No. 114 Dalry Road - Supermarket (Somerfield)","Bottle Bank - Clear",55.943064714978,-3.2218061932532
"Dalry Road","No. 114 Dalry Road - Supermarket (Somerfield)",Packaging,55.943064714978,-3.2218061932532
"Dalry Road","No. 114 Dalry Road - Supermarket (Somerfield)","Paper Bank",55.943064714978,-3.2218061932532
"Dalry Road","No. 114 Dalry Road - Supermarket (Somerfield)","Bottle Bank - Brown",55.943064714978,-3.2218061932532
"Dalry Road","No. 114 Dalry Road - Supermarket (Somerfield)","Bottle Bank - Green",55.943064714978,-3.2218061932532
"Dalry Road","No. 114 Dalry Road - Supermarket (Somerfield)",Packaging,55.943064714978,-3.2218061932532
"Dalry Road","No. 114 Dalry Road - Supermarket (Somerfield)","Paper Bank",55.943064714978,-3.2218061932532
Damside,"Opposite No. 7 Dean Path",Packaging,55.952471132051,-3.2174100737295
Damside,"Opposite No. 7 Dean Path",Packaging,55.952471132051,-3.2174100737295
Damside,"Opposite No. 7 Dean Path","Paper Bank",55.952471132051,-3.2174100737295
"Darnell Road","No. 4 Darnell Road","Paper Bank",55.973800711413,-3.2093950866916
"Darnell Road","No. 4 Darnell Road",Packaging,55.973800711413,-3.2093950866916
"Dean Park Street","No. 2 Dean Park Street",Packaging,55.959187276793,-3.2151862164588
"Dean Park Street","Opposite No. 22 Dean Park Street","Paper Bank",55.957870290806,-3.2147925610702
"Dean Park Street","Opposite No. 22 Dean Park Street",Packaging,55.957870290806,-3.2147925610702
"Dean Park Street","No. 2 Dean Park Street",Packaging,55.959187276793,-3.2151862164588
"Dean Park Street","No. 2 Dean Park Street","Paper Bank",55.959187276793,-3.2151862164588
"Dean Park Street","Opposite No. 22 Dean Park Street",Packaging,55.957870290806,-3.2147925610702
"Deanhaugh Street","38 Deanhaugh Street","Bottle Bank - Mixed",55.958527590891,-3.2100879537891
"Dick Place","No. 28A-28B Dick Place","Bottle Bank - Mixed",55.933633559305,-3.1865012332997
"Dick Place","No. 28A-28B Dick Place",Packaging,55.933633559305,-3.1865012332997
"Dick Place","No. 28A-28B Dick Place","Paper Bank",55.933633559305,-3.1865012332997
"Dickson Street","160 Albert Street",Packaging,55.962539153342,-3.1724878561572
"Dickson Street","160 Albert Street","Paper Bank",55.962539153342,-3.1724878561572
Dicksonfield,"Dicksonfield (Bin store at rear of no.16)","Paper Bank",55.961326402774,-3.1790508863225
Dicksonfield,"Dicksonfield (Bin store at rear of no.16)",Packaging,55.961326402774,-3.1790508863225
Dicksonfield,"Dicksonfield (Bin store at rear of no.16)","Bottle Bank - Mixed",55.961326402774,-3.1790508863225
Dicksonfield,"Dicksonfield (Bin store at rear of no.16)",Packaging,55.961326402774,-3.1790508863225
"Dock Street","No. 7 Dock Street",Packaging,55.976725001979,-3.1745997059644
"Dock Street","No. 7 Dock Street","Paper Bank",55.976725001979,-3.1745997059644
"Dock Street","No. 7 Dock Street","Bottle Bank - Mixed",55.976725001979,-3.1745997059644
"Dolphin Avenue | Currie","Woodlands School - No. 36 Dolphin Avenue","Paper Bank",55.897084542564,-3.3194333728746
"Dolphin Avenue | Currie","Currie High School - No. 31 Dolphin Avenue",Packaging,55.896878254501,-3.3210735927539
"Dolphin Avenue | Currie","Currie High School - No. 31 Dolphin Avenue",Packaging,55.896878254501,-3.3210735927539
"Dolphin Avenue | Currie","Currie High School - No. 31 Dolphin Avenue","Paper Bank",55.896878254501,-3.3210735927539
"Dolphin Avenue | Currie","Currie High School - No. 31 Dolphin Avenue",Packaging,55.896878254501,-3.3210735927539
"Downfield Place","No. 1 Downfield Place",Packaging,55.941303960276,-3.2235759478496
"Downfield Place","No. 4 Downfield Place",Packaging,55.941240127512,-3.2236699979347
"Downfield Place","No. 4 Downfield Place","Paper Bank",55.941240127512,-3.2236699979347
"Downfield Place","No. 1 Downfield Place","Paper Bank",55.941303960276,-3.2235759478496
"Drum Brae South","Drum Brae Leisure Centre","Paper Bank",55.956091442363,-3.2933468740393
"Drum Brae South","Drum Brae Leisure Centre","Textile Bank",55.956091442363,-3.2933468740393
"Drum Brae South","Drum Brae Leisure Centre",Packaging,55.956091442363,-3.2933468740393
"Drum Brae South","Drum Brae Leisure Centre","Paper Bank",55.956091442363,-3.2933468740393
"Drum Brae South","Drum Brae Leisure Centre","Bottle Bank - Clear",55.956091442363,-3.2933468740393
"Drum Brae South","Drum Brae Leisure Centre",Packaging,55.956091442363,-3.2933468740393
"Drum Brae South","Drum Brae Leisure Centre",Packaging,55.956091442363,-3.2933468740393
"Drum Brae South","Drum Brae Leisure Centre","Bottle Bank - Green",55.956091442363,-3.2933468740393
"Drum Brae South","Drum Brae Leisure Centre",Packaging,55.956091442363,-3.2933468740393
"Drum Brae South","Drum Brae Leisure Centre",Packaging,55.956091442363,-3.2933468740393
"Drum Brae South","Drum Brae Leisure Centre","Bottle Bank - Brown",55.956091442363,-3.2933468740393
"Drum Brae South","Drum Brae Leisure Centre",Packaging,55.956091442363,-3.2933468740393
"Drum Street","1 X 1280Ltr packaging bin  no 57",Packaging,55.905154225529,-3.1315825648902
"Drum Street","1 X 1280Ltr packaging bin  no 57","Paper Bank",55.905154225529,-3.1315825648902
"Drumdryan Street","Nos. 16 & 17 Drumdryan Street",Packaging,55.942364399708,-3.2025709941777
"Drumdryan Street","Nos. 16 & 17 Drumdryan Street","Paper Bank",55.942364399708,-3.2025709941777
"Drumdryan Street","No. 9 Drumdryan Street",Packaging,55.942878761448,-3.2023467701874
"Drumdryan Street","No. 9 Drumdryan Street","Paper Bank",55.942878761448,-3.2023467701874
"Drummond Street","Opposite No. 33 Drummond Street","Paper Bank",55.947846410113,-3.1839254604594
"Drummond Street","Opposite No. 33 Drummond Street",Packaging,55.947846410113,-3.1839254604594
"Drumsheugh Gardens","Nr Lyndoch Place Lane Storage Room",Packaging,55.951978738197,-3.2135830643794
"Drybrough Crescent","No. 3 Dryburgh Crescent",Packaging,55.932460510892,-3.1452479430061
"Drybrough Crescent","No. 3 Dryburgh Crescent",Packaging,55.932460510892,-3.1452479430061
"Drybrough Crescent","No. 3 Dryburgh Crescent","Paper Bank",55.932460510892,-3.1452479430061
"Drybrough Crescent","No. 2 Dryburgh Crescent","Bottle Bank - Mixed",55.93222412648,-3.1455450940098
"Drybrough Crescent","No. 3 Dryburgh Crescent",Packaging,55.932460510892,-3.1452479430061
"Drybrough Crescent","No. 3 Dryburgh Crescent","Bottle Bank - Mixed",55.932460510892,-3.1452479430061
"Drybrough Crescent","No. 4 Dryburgh Crescent","Paper Bank",55.932768758432,-3.1449529083514
"Drybrough Crescent","No. 4 Dryburgh Crescent",Packaging,55.932768758432,-3.1449529083514
"Drybrough Crescent","No. 4 Dryburgh Crescent",Packaging,55.932768758432,-3.1449529083514
"Drybrough Crescent","No. 5 Dryburgh Crescent","Paper Bank",55.932596445664,-3.145123899795
"Drybrough Crescent","No. 1 Dryburgh Crescent","Paper Bank",55.932734759828,-3.144743816511
"Drybrough Crescent","No. 2 Dryburgh Crescent",Packaging,55.93222412648,-3.1455450940098
"Drybrough Crescent","No. 5 Dryburgh Crescent",Packaging,55.932596445664,-3.145123899795
"Drybrough Crescent","No. 5 Dryburgh Crescent",Packaging,55.932596445664,-3.145123899795
"Drybrough Crescent","No. 5 Dryburgh Crescent","Bottle Bank - Mixed",55.932596445664,-3.145123899795
"Drybrough Crescent","No. 4 Dryburgh Crescent","Bottle Bank - Mixed",55.932768758432,-3.1449529083514
"Drybrough Crescent","No. 1 Dryburgh Crescent",Packaging,55.932734759828,-3.144743816511
"Drybrough Crescent","No. 1 Dryburgh Crescent",Packaging,55.932734759828,-3.144743816511
"Drybrough Crescent","No. 2 Dryburgh Crescent","Paper Bank",55.93222412648,-3.1455450940098
"Drybrough Crescent","No. 2 Dryburgh Crescent",Packaging,55.93222412648,-3.1455450940098
"Drybrough Crescent","No. 1 Dryburgh Crescent","Bottle Bank - Mixed",55.932734759828,-3.144743816511
"Dryden Street","No 4 Dryden Street","Paper Bank",55.965122395798,-3.1804960237142
"Dryden Street","No. 18 Dryden Street",Packaging,55.964550571303,-3.1820325551113
"Dryden Street","No. 18 Dryden Street","Paper Bank",55.964550571303,-3.1820325551113
"Dryden Street","No 4 Dryden Street",Packaging,55.965122395798,-3.1804960237142
"Duddingston Park South","No. 211 Duddingston Park South",Packaging,55.934277253051,-3.1137028613957
"Duddingston Park South","No. 211 Duddingston Park South",Packaging,55.934277253051,-3.1137028613957
"Duddingston Road","Duddingston Primary School - No. 70A Duddingston Road","Paper Bank",55.947822868273,-3.1319302376455
"Dudley Avenue South","No. 5 Dudley Avenue South",Packaging,55.974730012888,-3.1858844055358
"Dudley Avenue South","No. 5 Dudley Avenue South","Paper Bank",55.974730012888,-3.1858844055358
"Duff Road","Nos. 1 - 11 Duff Road",Packaging,55.943727861247,-3.2237964970976
"Duff Road","Nos. 1 - 11 Duff Road","Paper Bank",55.943727861247,-3.2237964970976
"Duff Street","No. 31 Duff Street","Paper Bank",55.942097678623,-3.2259865989077
"Duff Street","No. 31 Duff Street",Packaging,55.942097678623,-3.2259865989077
"Duke Street",Scotmid,Packaging,55.969444984567,-3.171014440675
"Duke Street","No. 108 Duke Street - Bin Store 2",Packaging,55.969482564162,-3.1689487300333
"Duke Street",Scotmid,"Bottle Bank - Clear",55.969444984567,-3.171014440675
"Duke Street",Scotmid,"Bottle Bank - Green",55.969444984567,-3.171014440675
"Duke Street",Scotmid,"Bottle Bank - Green",55.969444984567,-3.171014440675
"Duke Street",Scotmid,"Bottle Bank - Brown",55.969444984567,-3.171014440675
"Duke Street",Scotmid,"Textile Bank",55.969444984567,-3.171014440675
"Duke Street",Scotmid,"Paper Bank",55.969444984567,-3.171014440675
"Duke Street",Scotmid,"Paper Bank",55.969444984567,-3.171014440675
"Duke Street",Scotmid,Packaging,55.969444984567,-3.171014440675
"Duke Street",Scotmid,Packaging,55.969444984567,-3.171014440675
"Duke Street","No. 108 Duke Street - Bin Store 1","Paper Bank",55.969436890329,-3.1690274627304
"Duke Street","No. 5 Duke Street & No. 1 Duke Place","Paper Bank",55.970154758608,-3.1691292270633
"Duke Street","No. 108 Duke Street - Bin Store 2",Packaging,55.969482564162,-3.1689487300333
"Duke Street",Scotmid,"Bottle Bank - Clear",55.969444984567,-3.171014440675
"Dumbiedykes Road","Nos. 2-4 Dumbiedykes Road",Packaging,55.949241166433,-3.178090995092
"Dumbiedykes Road","Nos. 2-4 Dumbiedykes Road","Paper Bank",55.949241166433,-3.178090995092
"Dumbiedykes Road","Rear No. 100 Holyrood Road","Bottle Bank - Mixed",55.949895536774,-3.1782549962221
"Dumbiedykes Road","Nos. 2-4 Dumbiedykes Road","Bottle Bank - Mixed",55.949241166433,-3.178090995092
"Dumbiedykes Road","Rear No. 100 Holyrood Road","Paper Bank",55.949895536774,-3.1782549962221
"Dumbiedykes Road","Rear No. 100 Holyrood Road",Packaging,55.949895536774,-3.1782549962221
"Dumbiedykes Road","Rear No. 100 Holyrood Road",Packaging,55.949895536774,-3.1782549962221
"Dumbiedykes Road","Nos. 2-4 Dumbiedykes Road",Packaging,55.949241166433,-3.178090995092
"Dumbryden Drive","Wester Hailes Police Station","Paper Bank",55.918372632976,-3.2732409138992
"Dumbryden Drive","Wester Hailes Police Station","Paper Bank",55.918372632976,-3.2732409138992
"Dumbryden Gardens","Opposite No. 43 Dumbryden Gardens",Packaging,55.922084198864,-3.2723224440162
"Dumbryden Gardens","Opposite No. 43 Dumbryden Gardens","Paper Bank",55.922084198864,-3.2723224440162
"Dumbryden Gardens","Opposite No. 43 Dumbryden Gardens","Paper Bank",55.922084198864,-3.2723224440162
"Duncan Place","No. 5 Duncan Place",Packaging,55.969561109074,-3.1682461268944
"Duncan Place","No. 5 Duncan Place","Paper Bank",55.969561109074,-3.1682461268944
"Duncan Street","No. 16 Duncan Street","Paper Bank",55.935119343555,-3.1777423127165
"Duncan Street","No. 16 Duncan Street",Packaging,55.935119343555,-3.1777423127165
"Dundas Street","New Development No120",Packaging,55.959803382664,-3.2009173404933
"Dundas Street","New Development No120",Packaging,55.959803382664,-3.2009173404933
"Dundee Street","Student Accomodation",Packaging,55.941932403802,-3.2145496696444
"Dundee Street","Student Accomodation",Packaging,55.941932403802,-3.2145496696444
"Dundee Street","Student Accomodation",Packaging,55.941932403802,-3.2145496696444
"Dundee Street","Student Accomodation",Packaging,55.941932403802,-3.2145496696444
"Dundee Street","Student Accomodation",Packaging,55.941932403802,-3.2145496696444
"Dundee Street","Student Accomodation",Packaging,55.941932403802,-3.2145496696444
"Dundee Street","Student Accomodation",Packaging,55.941932403802,-3.2145496696444
"Dundee Street","Student Accomodation",Packaging,55.941932403802,-3.2145496696444
"Dundee Terrace","Opposite No. 41 Dundee Street",Packaging,55.939310030414,-3.2225845081538
"Dundee Terrace","Opposite No. 41 Dundee Street","Paper Bank",55.939310030414,-3.2225845081538
"Dunsmuir Court","Saunders Court, 15 Dunsmuir Court","Bottle Bank - Mixed",55.938954571521,-3.2909024844743
"Dunsmuir Court","Saunders Court, 15 Dunsmuir Court","Paper Bank",55.938954571521,-3.2909024844743
"Dunsmuir Court","Saunders Court, 15 Dunsmuir Court",Packaging,55.938954571521,-3.2909024844743
"Durar Drive","No. 10 Durar Drive",Packaging,55.952271384288,-3.2917460791075
"Durar Drive","No. 4 Durar Drive",Packaging,55.951891329714,-3.294568088479
"Durar Drive","No. 4 Durar Drive","Paper Bank",55.951891329714,-3.294568088479
"Durar Drive","No. 10 Durar Drive","Paper Bank",55.952271384288,-3.2917460791075
"East Cromwell Street","Bin Stores",Packaging,55.9761453368,-3.1760243689515
"East Cromwell Street","Bin Stores",Packaging,55.9761453368,-3.1760243689515
"East Cromwell Street","Bin Stores",Packaging,55.9761453368,-3.1760243689515
"East Crosscauseway","No. 31 East Crosscauseway","Paper Bank",55.943785333373,-3.18295291896
"East Crosscauseway","No. 31 East Crosscauseway",Packaging,55.943785333373,-3.18295291896
"East Crosscauseway","No. 31 East Crosscauseway",Packaging,55.943785333373,-3.18295291896
"East Crosscauseway","Opposite  No. 54",Packaging,55.943804067459,-3.1828734327677
"East Crosscauseway","Opposite  No. 54","Paper Bank",55.943804067459,-3.1828734327677
"East Fettes Avenue","Easte Fettes Avenue, Entrance of Inverleith Park","Bottle Bank - Mixed",55.962816057375,-3.2207785966378
"East Fettes Avenue","Easte Fettes Avenue, Entrance of Inverleith Park","Bottle Bank - Mixed",55.962816057375,-3.2207785966378
