Name,Categories,"Specialist care",Address,Postcode,"Phone number",Website,"How to arrange a place","More information from Care Inspectorate","More information from Better Caring","Available to download",Location
"Lennox House","Residential Care Home","Care of the elderly","22 Lennox Row, Edinburgh","EH5 3JW","0131 552 5774","<a href=""http://www.viewpoint.org.uk/care-homes/lennox-house"">Lennox House</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010646"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/lennox-house-_51940/"">Facilities, costs and specialist care</a>",,"55.977937,-3.208642"
"Leonard Cheshire Alemoor Crescent","Residential Care Home","Physical impairments, learning difficulties and long-term health conditions","17 Alemoor Crescent, Edinburgh","EH7 6UJ","0131 554 2220","<a href=""http://www.lcdisability.org/?lid=21233/"">Alemoor Crescent</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003015503"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/leonard-cheshire-alemoor-crescent_25397/"">Facilities, costs and specialist care</a>",,"55.964551624077814,-3.1571102142333984"
"Leonard Cheshire Argyle Street","Residential Care Home","Physical impairments, learning difficulties and long-term health conditions","7 - 9 Argyle Street, Edinburgh","EH6 4SZ","0131 555 3800","<a href=""http://www.lcdisability.org/?lid=21084"">Argyle Street</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010993"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/7-9-argyle-street_25392/>"">Facilities, costs and specialist care</a>",,"55.97800046596516,-3.1814002990722656"
"Leonard Cheshire Bath Street","Residential Care Home","Physical impairments, learning difficulties and long-term health conditions","25 Bath Street, Portobello, Edinburgh","EH15 1HB","0131 6692597","<a href=""http://www.lcdisability.org/?lid=21114"">Bath Street</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010994"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/25-bath-street_25511/"">Facilities, costs and specialist care</a>",,"55.95448595060974,-3.1116628646850586"
"Leonard Cheshire Blackadder Place","Residential Care Home","Physical impairments, learning difficulties and long-term health conditions","1 - 7 Blackadder Place, Edinburgh","EH5 2BF","0131 551 2751","<a href=""http://www.lcdisability.org/?lid=21262"">Blackadder Place</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010996"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/leonard-cheshire---blackadder_25365/"">Facilities, costs and specialist care</a>",,"55.97571929527172,-3.2277488708496094"
"Leonard Cheshire Newhaven Road","Residential Care Home","Physical impairments, learning difficulties and long-term health conditions","161 Newhaven Road, Edinburgh","EH6 4QA","0131 553 6053","<a href=""http://www.lcdisability.org/?lid=21291"">Newhaven Road</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010989"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/leonard-cheshire---newhaven-road_25396/"">Facilities, costs and specialist care</a>",,"55.975983437712614,-3.193073272705078"
"Leonard Cheshire Wardieburn Road","Residential Care Home","Physical impairments, learning difficulties and long-term health conditions","4 Wardieburn Street East, Edinburgh","EH5 1DQ","0131 551 5088","<a href=""http://www.lcdisability.org/?lid=21050"">Wardieburn Road</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010995"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/leonard-cheshire---wardieburn-_25398/"">Facilities, costs and specialist care</a>",,"55.978117722458634,-3.2255165578681044"
"Letham Park","Nursing Home, Short Breaks and Respite","Dementia and care of the elderly","205 - 207 Ferry Road, Edinburgh","EH6 4NN","0131 555 0780","<a href=""http://www.renaissance-care.co.uk/220/edinburgh/letham-park-care-centre/"">Letham Park</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2006129493"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/letham-park-care-home_33175/"">Facilities, costs and specialist care</a>",,"55.973403,-3.19065"
"Lorimer House Nursing Home","Nursing Home, Short Breaks and Respite","Care of the elderly","491 Lanark Road, Juniper Green, Edinburgh","EH14 5DQ","0131 442 2123","<a href=""http://www.lorimerhousenursinghome.com/"">Lorimer House Nursing Home</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2007158168"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/lorimer-house_36727/"">Facilities, costs and specialist care</a>",,"55.905366,-3.279899"
"Marian House","Nursing Home, Short Breaks and Respite","Care of the elderly","7 Oswald Road, Edinburgh","EH9 2HE","0131 662 5125","<a href=""http://www.viewpoint.org.uk/care-homes/marian-house"">Marian House</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2006136953"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/marian-house_51950/"">Facilities, costs and specialist care</a>",,"55.929673,-3.189533"
"Marionville Court - City of Edinburgh Council","Residential Care Home","Dementia, high dependency, men only unit","3 Lochend Road South, Edinburgh","EH7 6BP","0131 652 8160",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2007145240"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/marionville-court-care-home_38802/"">Facilities, costs and specialist care</a>","<a href=""http://www.edinburgh.gov.uk/downloads/download/1582/marionville_court_care_home_leaflet"">Information leaflet</a>","55.959163,-3.157505"
"Milford House","Nursing Home, Short Breaks and Respite","Care of the elderly, Physical Disability","58 Duddingston Road, Edinburgh","EH15 1SG","0131 669 8551","<a href=""http://www.renaissance-care.co.uk/62/edinburgh/home-in-edinburgh/"">Milford House</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2005110063"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/milford-house-residential-and-nursing-home_51944/"">Facilities, costs and specialist care</a>",,"55.947357,-3.130315"
"Morlich House","Residential Care Home","Care of the elderly, Female only","11 Church Hill, Edinburgh","EH10 4BG","0131 447 3239","<a href=""http://www.crossreach.org.uk/morlich-house"">Morlich House</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010916"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/morlich-house_28727/"">Facilities, costs and specialist care</a>",,"55.932544,-3.207484"
"Murrayfield House","Nursing Home, Short Breaks and Respite","Alzheimer's , Cancer Care, Challenging Behaviour,Epilepsy , Motor Neurone Disease ,Multiple Sclerosis, Parkinson's Disease,  Speech Impairment","66 Murrayfield Avenue, Edinburgh","EH12 6AY","0131 313 4455",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2006129386"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/murrayfield-house-care-home_51948/"">Facilities, costs and specialist care</a>",,"55.947901,-3.23914"
"North Merchiston Care Home","Residential Care Home",Dementia,"34 Watson Crescent, Edinburgh","EH11 1NF","0131 347 9100",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2008182700"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/north-merchiston-care-home_48914/"">Facilities, costs and specialist care</a>",,"55.938099,-3.220988"
"Oaklands - City of Edinburgh Council","Residential Care Home","Care of the elderly","35 Canaan Lane, Edinburgh","EH10 4SG","0131 447 9944",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010938"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/oaklands_23735/"">Facilities, costs and specialist care</a>","<a href=""http://www.edinburgh.gov.uk/downloads/download/1587/oaklands_care_home_leaflet"">Information leaflet</a>","55.929925,-3.202473"
"Parkview - City of Edinburgh Council","Residential Care Home","Care of the elderly","64 Peffermill Road, Edinburgh","EH16 5LP","0131 667 2036",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010939"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/parkview-_23738/"">Facilities, costs and specialist care</a>","<a href=""http://www.edinburgh.gov.uk/downloads/download/1583/parkview_care_home_leaflet"">Information leaflet</a>","55.932176,-3.154075"
"Pentland Hill Nursing Home","Nursing Home, Short Breaks and Respite",Dementia,"23 - 27 Gylemuir Road, Edinburgh","EH12 7UB","0131 334 2383",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010660"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/pentland-hill-nursing-home_51941/"">Facilities, costs and specialist care</a>",,"55.940699,-3.296356"
"Porthaven - City of Edinburgh Council","Residential Care Home","Care of the elderly","14 Wellington Place, Edinburgh","EH6 7EQ","0131 554 2271",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010940"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/porthaven-house_37024/"">Facilities, costs and specialist care</a>","<a href=""http://www.edinburgh.gov.uk/downloads/download/1586/porthaven_care_home_leaflet"">Information leaflet</a>","55.971352,-3.169389"
"Queen's Bay Lodge","Residential Care Home, Short Breaks and Respite","Care of the elderly","49 Milton Road East, Edinburgh","EH15 2NN","0131 669 2828","<a href=""http://www.crossreach.org.uk/queen%E2%80%99s-bay""> Queens's Bay Lodge</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010907"">Quality grades and inspection reports</a>",,,"55.944874273323705,-3.0964279174804688"
"Real Life Options Longstone Grove","Residential Care Home","Autism, hearing / speech impairment, learning disability, visual impairment","5 / 1 Longstone Grove, Edinburgh","EH14 2BT","0131 444 2707","<a href=""http://www.reallifeoptions.org/"">Real Life Options</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2011303441"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/longstone-grove_51976/"">Facilities, costs and speicialist care</a>",,"55.92403277130247,-3.2626819610595703"
"Redcroft Care Services","Residential Care Home","Learning disabilities","267 Redford Road, Edinburgh","EH13 9NQ","0131 441 1232","<a href=""http://www.redcroft.org.uk/"">Redcroft Care Services</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2008183684"">Quality grades and inspection reports</a>",,,"55.90445511113198,-3.225259780883789"
"Redwoods Caring Foundation","Residential Care Home, Short Breaks and Respite","Learning disabilities","12 Paisley Drive, Edinburgh","EH8 7LR","0131 661 4160","<a href=""http://www.redwoods.org.uk/"">Redwoods</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2004078284"">Quality grades and inspection reports</a>",,,"55.94744563075857,-3.141360282897949"
"Richmond Fellowship Nichollfield","Nursing Home","Mental health issues, learning disabilities","19 - 20 Nichollfield, Edinburgh","EH6 4RA","0131 555 3490","<a href=""http://www.trfs.org.uk/"">Richmond Fellowship</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003011050"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/nichollfield-project_25259/"">Facilities, costs and specialist care</a>",,"55.97893690761494,-3.1882667541503906"
"Richmond Fellowship St. Clair Street","Residential Care Home","Mental health issues, learning disabilities","2 St. Clair Street, Edinburgh","EH6 8LA","0131 555 2355","<a href=""http://www.trfs.org.uk/"">Richmond Fellowship</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003011051"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/st-clair-street_51965/"">Facilities, costs and specialist care</a>",,"55.96481584277326,-3.168182373046875"
"Silverlea - City of Edinburgh Council","Residential Care Home, Short Breaks and Respite","Care of the elderly","14 Muirhouse Parkway, Edinburgh","EH4 5EU","0131 336 4446",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010942"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/silverlea_37098/"">Facilities, costs and specialist care</a>","<a href=""http://www.edinburgh.gov.uk/downloads/download/1588/silverlea_care_home_leaflet"">Information leaflet</a>","55.974086,-3.261979"
"Sir James McKay House","Residential Care Home, Short Breaks and Respite","Care of the elderly","18 Ravelston Park, Edinburgh","EH4 3DX","0131 315 2841","<a href=""http://www.grandlodgescotland.com/index.php?option=com_content&task=view&id=67&Itemid=117"">Sir James McKay House</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003011200"">Quality grades and inspection reports</a>",,,"55.952062,-3.229152"
"South Gyle","Short Breaks and Respite","Adults with learning disabilities, most will be from west of the city.","24 South Gyle Road, Edinburgh","EH12 7RN","0131 538 7256",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003014987"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/south-gyle-respite-unit_50848/"">Facilities, costs and specialist care</a>",,"55.937351471765204,-3.2959413528442383"
"Southpark Retirement Home","Residential Care Home","Care of the elderly, Women only","33 Duddingston Park South, Edinburgh","EH15 3NZ","0131 669 6129","<a href=""http://southpark-retirement-home.co.uk/"">Southpark Retirement Home</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003011126"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/southpark_51982/"">Facilities, costs and specialist care</a>",,"55.940921,-3.114838"
"Spring Gardens","Residential Care Home, Short Breaks and Respite","Dementia, care of the elderly, Physical Disability, Sensory Impairment","67 The Promenade, Portobello, Edinburgh","EH15 2EA","0131 468 1630",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2007162838"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/spring-gardens-care-home_51959/"">Facilities, costs and specialist care</a>",,"55.952349,-3.104997"
"St Margaret's Care Home","Residential Care Home, Nursing Home, Short Breaks and Respite","Dementia, end of life care, palliative care","5 East Suffolk Road, Edinburgh","EH16 5PJ","0131 662 9157","<a href=""http://www.fshc.co.uk/care-home/st-margarets-care-home"">St Margarets Care Home website</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2012313033"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/st-margarets-care-home_56945/"">Facilities, costs and specialist care</a>",,"55.92973104283758,-3.168654441833496"
"St. Joseph's - St. Margaret's","Residential Care Home","Adults with learning disabilities","189 Mayfield Road Edinburgh","EH9 3BB","0131 667 4482",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010982"">Quality grades and inspection reports</a>",,,"55.92259003799976,-3.169727325439453"
"St. Joseph's House","Nursing Home","Care of the elderly","Little Sisters of the Poor, 43 Gilmore Place, Edinburgh","EH3 9NG","0131 229 5672",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010956"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/providers/carehomes/provider.aspx?id=51957&name=st-joseph's-house-residential-"">Facilities, costs and specialist care</a>",,"55.94151,-3.206347"
"St. Raphael's Nursing Home","Nursing Home, Short Breaks and Respite","Care of the elderly","6 South Oswald Road, Edinburgh","EH9 2HG","0131 667 3601",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010670"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/providers/carehomes/provider.aspx?id=51942&name=st-raphael's-care-home"">Facilities, costs and specialist care</a>",,"55.929202,-3.190799"
"Strachan House","Nursing Home, Short Breaks and Respite",Dementia,"93 Craigcrook Road, Edinburgh","EH4 3PE","0131 336 3166",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2007143314"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/barchester-strachan-house-care-home_32887/"">Facilities, costs and specialist care</a>",,"55.954852,-3.265116"
"Struan Lodge Nursing Home","Nursing Home",Dementia,"54 Balgreen Avenue, Edinburgh","EH12 5SU","0131 337 7477",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010671"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/struan-lodge-residential-and-nursing-home_51943/"">Facilities, costs and specialist care</a>",,"55.942056,-3.25988"
"The Elms","Residential Care Home",Dementia,"148 Whitehouse Loan, Edinburgh","EH9 2EZ","0131 447 4924",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010915"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/the-elms-residential-home_51956/"">Facilities, costs and specialist care</a>",,"55.932161,-3.200766"
"Thorburn Manor","Nursing Home","Dementia, end of life care, palliative care","2A Thorburn Road, Edinburgh","EH13 0BQ","0131 441 6984","<a href=""http://lindemann-healthcare.co.uk/thorburn.html"">Thorburn Manor website</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2012311063"">Quality grades and inspection reports</a>",,,"55.906523979639566,-3.251223564147949"
"Tiphereth Kitezh","Residential Care Home","Adults with learning disabilities.","5 Woodhall Bank, Colinton, Edinburgh","EH13 0HL","0131 441 7711","<a href=""http://www.tiphereth.org.uk/living-together/kitezh/"">Tipereth Kitzeh</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2004072220"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/kitezh_51923/"">Facilities, costs and specialist care</a>",,"55.90236207371992,-3.2676172256469727"
"Tiphereth The Hollies","Residential Care Home","Adults with learning disabilities.","4 Woodhall Road, Edinburgh","EH13 0DX","0131 466 6976","<a href=""http://www.tiphereth.org.uk/living-together/the-hollies/"">Tipereth The Hollies</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2004073783"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/the-hollies_51924/"">Facilities, costs and specialist care</a>",,"55.90714942978831,-3.2578325271606445"
"Tiphereth Torphin House","Residential Care Home","Adults with learning disabilities.","49A Torphin Road, Colinton, Edinburgh","EH13 0PQ","0131 441 3796","<a href=""http://www.tiphereth.org.uk/living-together/torphin-house/"">Torphin House</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003011130"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/torphin-house_32829/"">Facilities, costs and specialist care</a>",,"55.899378698746865,-3.2758140563964844"
"Tor Christian Nursing Home","Nursing Home","Care of the elderly","30 Corstorphine Road, Edinburgh","EH12 6HP","0131 337 8199","<a href=""http://www.tornursinghome.co.uk/"">Tor Chirstina Nursing Home</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010674"">Quality grades and inspection reports</a>",,,"55.945741,-3.245668"
"Trinity Lodge","Nursing Home, Short Breaks and Respite","Care of the elderly, Physical Disability","80 Craighall Road, Edinburgh","EH6 4RE","0131 552 4844",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2007143650"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/trinity-lodge-nursing-home_51958/"">Facilities, costs and specialist care</a>",,"55.97338,-3.195857"
