Picture,Name,News,Blog,Details,Address,Postcode,Telephone,Email,Twitter,"Opening hours","Bus routes",Facilities,"Bookbug Sessions","A-Z for families in Leith","Book groups","Other events","Business Workshops","Libraries home page",Location
http://www.edinburgh.gov.uk/images/muirhouseExterior_web.jpg,"Muirhouse Library"," <a href="" http://www.facebook.com/muirhouselibrary"" rel=""nofollow""><strong> Get the latest news on our Facebook page including details of our summer events programme for children</strong></a>",,,"15 Pennywell Court","EH4 4TZ","0131 529 5528",muirhouse.library@edinburgh.gov.uk,,"Mon, Tue, Wed: 10am-8pm. Thu, Fri, Sat: 10am-5pm. Sun 1 - 5pm
","Lothian 8, 16, 17, 24, 27, 37","Disabled access
Car park
Library Link
Community room for hire
Toilets
Toilets for disabled users
Baby changing facilities
Gaming consoles
Induction loop
Bookable learning centre with 10 pcs","A free event for 0 to 4 year olds and their parents/carers. Every Tuesday and every Friday of the month at 10.30am",,,"Housebound rounds
Councillors' surgeries
Muirhouse Youth Development Group (www.mydg.org.uk)
Regular art and colouring competition",,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.97128,-3.253459"
http://www.edinburgh.gov.uk/images/dp_music_library.jpg,"Music Library","<a href=""https://www.facebook.com/pages/Edinburgh-Central-Library/352940041396180"">Catch up with the latest news on our Facebook page</a>",,"The Music Library contains the largest collection of publicly accessible material on music and dance in Scotland. Whether you need help identifying a piece of music or want to take up the didgeridoo, expert staff are on hand to help.","7-9 George IV Bridge","EH1 1EG","0131 242 8050",central.music.library@edinburgh.gov.uk,"<a href=http://twitter.com/edcentrallib/ rel=”nofollow”>@edcentrallib</a>","Mon, Tue, Wed: 10am-8pm. Thu, Fri, Sat: 10am-5pm
","Lothian 23, 27, 41, 42, 45, 67","Self service",,,,,,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.94846,-3.192495"
http://www.edinburgh.gov.uk/images/newingtonExterior_web.jpg,"Newington Library","<a href=""http://www.facebook.com/pages/Newington-Library/129335230458"" rel=""nofollow""><strong> Get the latest news on our Facebook page including details of our summer events programme for children</strong></a>",,,"17-21 Fountainhall Road","EH9 2LN","0131 529 5536",newington.library@edinburgh.gov.uk,,"Mon, Tue, Wed: 10am-8pm. Thu, Fri, Sat: 10am-5pm. Sun 1 - 5pm
","Lothian 5 (to Grange Road), 42, 67 (to Mayfield Road) 3, 7, 8, 29, 31 and 49 (to Mayfield Gardens)","Self service
Disabled access
Car park
Library Link
Toilets
Toilets for disabled users
Baby changing facilities
Gaming consoles
Induction Loop
Patio area
Photcopier","A free event for 0 to 4 year olds and their parents/carers. Every Wednesday from 11.00 - 11.30am and 2.00 - 2.30pm
Please note during the summer regular rhymetimes will take place on the first Saturday of the month at 11am.
",,"First Tuesday of every month at 6.45pm and third Wednesday of every month at 6.45pm","Children's craft session: 2.30pm-3.30pm every other Friday (term-time only)
Learn IT beginners' computer classes
'Get stitched' knitting and sewing group meets every Wednesday at 6.30pm - beginners and experienced knitters welcome!
Storytelling: 11am on Saturdays
Councillor's surgery 3rd Monday of the month",,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.93249,-3.179513"
http://www.edinburgh.gov.uk/images/oxgangs.jpg,"Oxgangs Library","Get the latest news on <a href="" http://www.facebook.com/oxgangslibrary"" rel=""nofollow""><strong>Facebook</strong></a> including details of our summer events programme for children",,,"343 Oxgangs Road North","EH13 9LY","0131 529 5549",oxgangs.library@edinburgh.gov.uk,,"Mon, Tue, Wed: 10am-8pm. Thu, Fri, Sat: 10am-5pm. Sun 1-5pm
","Lothian 4, 5, 16, 18, 27","Self service
Disabled access
Car park
Community room for hire
Display/exhibition space for public use
Toilets
Toilets for disabled users
Baby Changing facilities
Induction Loop","These are free events for 0 to 3 year olds and their parents/carers, taking place alternate Thursdays and Fridays 11.00 - 11.30am and on the first Saturday of the month 11.00 - 11.30am",,"First Wednesday of every month at 10.15-11am and 6.30-7.30pm
Our book group for people with visual impairment meets on the second Tuesday of the month from 3.00 - 4.30pm","Chatterbooks book group for 4 - 12 year olds: first Monday of the month from 4 - 5pm
Storytimes for ages 2 - 5: Mondays 10.30 - 11am and Saturdaysmfrom 2.30 - 3pm
Silver Surfer Drop-in, every Thursday 4 - 5pm
Job club, every Tuesday 1- 3pm
Councillor's surgery
Children's arts and crafts - Fridays from 2.30-3.30pm
Library Link coffee mornings every other Wednesday / Thursday / Friday from 10.30
Homework help drop-in - Wednesdays from 3.30 - 4.30pm (term time only)
Learn IT beginners' computer classes",,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.905359,-3.223403"
http://www.edinburgh.gov.uk/images/piershill_library_web.jpg,"Piershill Library","<a href="" http://www.facebook.com/piershilllibrary"" rel=""nofollow""><strong>Piershill Library will be closed from Monday 15th April up to and including Wednesday 17th April to enable our heating system to be repaired. We will open again at 10am on Thursday 18th April. Get the latest news on our Facebook page including details of our summer events programme for children</strong></a>",,,"30 Piersfield Terrace","EH8 7BQ","0131 529 5685",piershill.library@edinburgh.gov.uk,,"Mon, Tue, Wed: 10am-8pm. Thu, Fri, Sat: 10am-5pm
","Lothian 4, 5 ,15, 26","Self service
Disabled access
Community room for hire
Plasma screen
Library Link
Display/exhibition Space for public use
Toilets
Toilets for disabled users
Baby changing facilities
Wheelchairs
Induction Loop
Photobooth","A free event for 0 to 4 year olds and their parents/carers. Every Wednesday from 2.00 - 2.30pm.",,"Mondays, fortnightly at 6.30pm
","Storytime with Jim and the Magic Story Time rug is every Friday at 10.30am.
Job Club: Tuesdays 1.30 - 3.30pm 
NHS Stop Smoking sessions Wednesday from 10.30 - noon and 5.30 - 7.30pm
Councillors' surgeries
Learn IT beginners' computer classes",,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.955079,-3.142552"
http://www.edinburgh.gov.uk/images/pb_3.jpg,"Portobello Library","<a href="" http://www.facebook.com/portobellolibrary"" rel=""nofollow""><strong> Get the latest news on our Facebook page including details of our summer events programme for children</strong></a>",,,"14 Rosefield Avenue","EH15 1AU","0131 529 5558",portobello.library@edinburgh.gov.uk,,"Mon, Tue, Wed: 10am-8pm. Thu, Fri, Sat: 10am-5pm. Sun 1 - 5pm","Lothian 15, 15A, 21, 26, 42. First Bus 129","Self service
Disabled access
Library Link
Community room for hire
Toilets
Toilets for disabled users
Baby changing facilities
X-box and wii gaming consoles
Bookable learning centre with 4 pcs
Photocopier
Fax
Cafe area with hot drinks machine
Plasma screen
Bookable gallery area - ask staff for details","A free event for 0 to 4 year olds and their parents/carers. Every Wednesday from 10.15am or 11.15 - this is very popular, please come early to either session. (During the school holidays there will be one session on Wednesdays beginning at 10.30) 
Weekend sessions take place every Saturday morning at 11.30",,"First Tuesday of every month from 6.30-7.30pm. Our teenage book group meets on the last Thursday of every month from 4 - 5pm","Chatterbooks for ages 8 - 12: talking about the books you want to read. Meets every third Saturday from 2.00 - 3.00pm
Housebound rounds
Councillors' surgeries
Regular art and colouring competitions for children
Absolute beginners PC classes on Friday mornings",,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.952702,-3.117691"
http://www.edinburgh.gov.uk/images/ratho.jpg,"Ratho Library","<a href="" http://www.facebook.com/ratholibrary"" rel=""nofollow""><strong> Get the latest news on our Facebook page including details of our summer events programme for children</strong></a>",,,"6 School Wynd, Ratho","EH28 8TT","0131 333 5297",ratho.library@edinburgh.gov.uk,,"Mon & Wed 1-8pm. Tues, Thurs, Fri & Sat 10am - 5pm
","Lothian 12, X12","Disabled access
Car park
Display/exhibition Space for public use
Library Link
Toilets
Toilets for disabled users
Baby changing facilities
Gaming consoles
Picnic area outside
Internet access
Printer
Photocopier","Every Thursday 10.15 - 10.45am and every second Saturday from 10.30 - 11.00am
 
",,"Every second Thursday, 2.00 - 3.30pm
Chatterbooks reading group for 4 - 12 year olds, fortnightly on Mondays from 3.45 - 4.45pm","Craft and chat: fortnightly on Saturdays, 3.00 - 5.00pm
Silver Surfers
Learn IT beginners' computer classes",,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.922159,-3.380851"
http://www.edinburgh.gov.uk/images/dp_reference_library.jpg,"Reference Library","<a href=""https://www.facebook.com/pages/Edinburgh-Central-Library/352940041396180"">Catch up with the latest news on our Facebook page</a>",,"A collection of a third of a million items,  helpful staff, free internet access and the beautiful surroundings of the reading room make the reference library the ideal place for information, research, study or just relaxing in peaceful contemplation. Contact us with your enquiry or visit us to browse the collection and use our study facilities - including free wi-fi.","7-9 George IV Bridge","EH1 1EG","0131 242 8060",central.reference@edinburgh.gov.uk,"<a href=http://twitter.com/edcentrallib/ rel=”nofollow”>@edcentrallib</a>","Mon, Tue, Wed: 10am-8pm. Thu, Fri, Sat: 10am-5pm
","Lothian 23, 27, 41, 42, 45, 67",,,,,,,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.948563036608434,-3.19252610206604"
http://www.edinburgh.gov.uk/images/dp_resource_centre.jpg,"Resource Centre",,,"The Resource Centre offers access to screen magnification and speech output software. We have a variety of equipment which will read aloud documents and books, and a CCTV magnifier which can enlarge pictures and text, as well as a range of mice and keyboards. If you want to guarantee the use of special equipment or one-to-one staff support, we recommend you book in advance by phone or call in to the library.","7-9 George IV Bridge","EH1 1EG","0131 242 8136",centrallibrary.resourcecentre@edinburgh.gov.uk,,"Mon - Fri: 10am-1pm and 2pm-5pm
","Lothian 23, 27, 42, 42, 45, 67",,,,"The VIP book group meets on the third Thursday of the month from 10.30am - noon. Contact us for details",,,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.94846,-3.192495"
http://www.edinburgh.gov.uk/images/sighthillGate55.jpg,"Sighthill Library"," <a href="" http://www.facebook.com/sighthilllibrary"" rel=""nofollow""><strong> Get the latest news on our Facebook page including details of our summer events programme for children</strong></a>",,,"55 Sighthill Road","EH11 4PB","0131 529  5566",sighthill.library@edinburgh.gov.uk,,"Mon & Wed 1-8pm. Tues, Thurs & Fri 10am-5pm. Sat 10am-2pm
","Lothian 3, 18, 21, 22, 25, 30 ,32 ,33, 34/35 and First Bus 27, 28, X32, X33, X35",,"A free event for 0 to 4 year olds and their parents/carers. Fridays from 10.45 - 11.15am
Polish rhymetime. Second Wednesday of the month, 1.30-2.15pm",,"Every other Tuesday from 1.30pm until 2.30pm
The Monday Night Murder Club meets on the first Monday of the month at 6.30pm
Chatterbooks reading group for 4 - 12 year olds: every other Wednesday from 3.45 - 4.45pm ","Knit and Natter, every Friday, 2.00 - 4.00pm
CLAW (Crafty Ladies at Work) every Wednesday, 6.30 - 8.00pm (crafty gents are welcome too!)
Learn IT beginners' computer classes",,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.920942851823064,-3.2874226570129395"
http://www.edinburgh.gov.uk/images/southLocalOffice.jpg,"South Neighbourhood Office and Library","<a href=""https://www.facebook.com/southneighbourhoodlibrary?ref=hl"">Read the latest news from the library on our Facebook page including details of our summer events programme for children</a>",,,"40 Captain's Road, Edinburgh","EH17 8HN","0131 529 5151",southteam@edinburgh.gov.uk,,"Mon - Thurs 8.30am-5pm. Fri 8.30am-3.40pm
","Lothian Buses: 7, 11","Disabled access
Car park
Plasma screen
Toilets
Toilets for disabled users
Gaming consoles
Photocopier
Fax machine
Induction Loop","A free event for 0 to 4 year olds and their parents/carers. Every second Thursday from 10.30 - 11.00am",,"Last Wednesday of the month, 1.30 - 3.00pm","Libertus Owls meet to discuss current affairs every Wednesday at 10am
Library Link every fortnight on Mondays at 10am
Friday afternoon crafts for children
Regular art and colouring competitions for children
 
",,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.90308382351689,-3.1516170501708984"
http://www.edinburgh.gov.uk/images/SouthQueensferry.jpg,"South Queensferry Library","<a href="" http://www.facebook.com/southqueensferrylibrary"" rel=""nofollow""><strong> Get the latest news on our Facebook page  including details of our summer events programme for children</strong></a>",,,"9 Shore Road, South Queensferry","EH30 9RD","0131 529 5576",southqueensferry.library@edinburgh.gov.uk,,"Mon & Wed 1-8pm. Tues, Thurs, Fri & Sat 10am - 5pm","First Bus 43","Disabled access
Library Link at Kirkliston Library
Gaming consoles
Induction Loop","A free event for 0 to 4 year olds and their parents/carers. First and third Thursday of every month at 10.30-11am",,"Second Monday of every month at 7-8pm","Learn IT beginners' computer classes",,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.990993,-3.400156"
http://www.edinburgh.gov.uk/images/StockbridgeExterior_web.jpg,"Stockbridge Library","<a href="" http://www.facebook.com/stockbridgelibrary"" rel=""nofollow""><strong>Get the latest from Stockbridge Library on our Facebook page including details of our summer events programme for children</strong></a>",,,"11 Hamilton Place","EH3 5BA","0131 529 5665",stockbridge.library@edinburgh.gov.uk,,"Mon & Wed 1-8pm. Tues, Thurs, Fri & Sat 10am - 5pm
","Lothian 24, 29, 36, 42",,"Free song, story and rhyme sessions for 0-4 year olds and their parents and carers. 
First and third Tuesday of the month, 10.30 - 11.15am ",,"We have two groups. One meets on the last Wednesday of the month at 2pm and the other meets on the first Wednesday of the month at 7pm","Learn IT computer classes - ask at library for details
Knitting Bee - share knitting and crochet hints and tips over a coffee. join us anytime! We meet on the last Monday of the month at 6.30pm
Baby and toddler cafe 2nd and 4th Tuesday each month 10.30-11.30am. Drop in space to relax and chat with others parents over a coffee. Children's toys, books, magazines, with occasional activities and demonstrations
Get in touch if you would like to bring a nursery or toddler group to the library for a Cuddly Bear Storytime visit (or we can visit you!) 
","Stockbridge Library is a <a href=""http://www.edinburgh.gov.uk/info/455/library_services/1431/leith_business_hub"" rel=""nofollow""><strong>Business Hub</strong></a> which provides support and advice for starting or growing your business. Professional workshops are run by the Business Gateway at the Hub and you can also access a fantastic range of databases and up-to-date business books. <a href=""http://www.bgateway.com/events?location=Edinburgh?expression=stockbridge+leith+drumbrae&location=-999&date=99&submit.x=22&submit.y=4&submit=Go&site=202 "" rel=""nofollow"">Check the Business Gateway site for details of workshops taking place in the library</a>","<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.959357,-3.207486"
http://www.edinburgh.gov.uk/images/westerHailes.jpg,"Wester Hailes Library","<a href="" http://www.facebook.com/westerhaileslibrary"" rel=""nofollow""><strong> Get the latest news on our Facebook page including details of our summer events programme for children</strong></a>",,,"1 West Side Plaza","EH14 2ST","0131 529 5667",westerhailes.library@edinburgh.gov.uk,,"Mon, Tue, Wed: 10am-8pm. Thu, Fri, Sat: 10am-5pm. Sun 1 - 5pm","Lothian 3, 3A, 18, 20, 21, 30, 32, 33","Disabled access
Community room for hire
Library Link
Toilets
Toilets for disabled users
Wheelchairs
Induction Loop
Photobooth
Connect IT suite and study room
Lift to first floor meeting rooms and Connect IT suite
Cycle racks
Fax service
Photocopying
Book trolleys
","A free event for 0 to 4 year olds and their parents/carers. Every Tuesday of the month at 10.30-11.30am
Polish Rhymetimes - first Friday of the month at 10.30am",,"In library last Thursday of every month at 2-3.30pm and at Whale Arts Agency last Thursday of every month at 1.30-3pm
The movie book club meets on the second Saturday of the month from 2-4pm
Monday night crime club meets on the first Monday of the month, 6.30 - 7.30pm
Chatterbooks reading group for 4 - 12 year olds meets every second Wednesday, 3.45 - 4.45pm","Libraries 4U
Fun on Friday
Knit and natter - every second Wednesday, 2.00 - 4.00pm
Community midwives breastfeeding group on Mondays from 1.30 - 3pm
NHS Lothian Stop Smoking group: drop in on Tuesdays from 1.30 - 3.30pm 
Impact Arts: Fab Pad project on Tuesdays from 4.00 - 7.45pm
Health visitors: Well Baby Clinic on Wednesdays from 1.30 - 3pm
Stevenson College: ESOL classes
Councillors' surgeries
Learn IT classes for beginner computer users
We have an Xbox Gamer Night for under 12s - every Wed, 6-7pm.  .",,"<a href=""http://www.edinburgh.gov.uk/libraries"" rel=""nofollow"">Find out all about libraries including borrowing, reserving and renewing books","55.91623806655458,-3.2850084901292576"
